Organisation,Price,Mission_Status,Country,Year,Cantidad de Viajes
Arianespace,200,Success,France,2009,7
Arianespace,200,Success,France,2009,7
ULA,0,Success,USA,2009,16
ULA,0,Success,USA,2009,16
ULA,130,Success,USA,2009,16
ULA,109,Success,USA,2009,16
ULA,0,Success,USA,2009,16
ULA,0,Success,USA,2009,16
ULA,109,Success,USA,2009,16
ULA,0,Success,USA,2009,16
ULA,164,Success,USA,2009,16
ULA,123,Success,USA,2009,16
ULA,0,Success,USA,2009,16
ULA,123,Success,USA,2009,16
ULA,0,Success,USA,2009,16
ULA,0,Success,USA,2009,16
ULA,0,Success,USA,2009,16
ULA,350,Success,USA,2009,16
Land Launch,0,Success,Kazakhstan,2009,3
Land Launch,0,Success,Kazakhstan,2009,3
Land Launch,0,Success,Kazakhstan,2009,3
MHI,90,Success,Japan,2009,3
MHI,112,Success,Japan,2009,3
MHI,90,Success,Japan,2009,3
NASA,450,Success,USA,2009,6
NASA,450,Success,USA,2009,6
NASA,450,Success,USA,2009,6
NASA,450,Success,USA,2009,6
NASA,450,Success,USA,2009,6
NASA,450,Success,USA,2009,6
Eurockot,41,Success,Russia,2009,2
Eurockot,41,Success,Russia,2009,2
ISRO,21,Success,India,2009,2
ISRO,21,Success,India,2009,2
KARI,0,Failure,South Korea,2009,1
Kosmotras,29,Success,Kazakhstan,2009,1
VKS RF,0,Success,Russia,2009,3
VKS RF,41,Success,Russia,2009,3
VKS RF,0,Success,Russia,2009,3
SpaceX,7,Success,USA,2009,1
Northrop,40,Success,USA,2009,2
Northrop,45,Failure,USA,2009,2
Sea Launch,0,Success,Pacific Ocean,2009,1
KCST,0,Failure,North Korea,2009,1
ISA,0,Success,Iran,2009,1
Arianespace,200,Success,France,2008,6
Arianespace,200,Success,France,2008,6
Arianespace,200,Success,France,2008,6
Arianespace,200,Success,France,2008,6
Arianespace,200,Success,France,2008,6
Arianespace,0,Success,France,2008,6
VKS RF,0,Success,Russia,2008,5
VKS RF,0,Success,Russia,2008,5
VKS RF,0,Success,Russia,2008,5
VKS RF,41,Success,Russia,2008,5
VKS RF,0,Success,Russia,2008,5
NASA,450,Success,USA,2008,4
NASA,450,Success,USA,2008,4
NASA,450,Success,USA,2008,4
NASA,450,Success,USA,2008,4
CASC,29,Success,China,2008,9
CASC,29,Success,China,2008,9
CASC,29,Success,China,2008,9
CASC,64,Success,China,2008,9
CASC,0,Success,China,2008,9
CASC,0,Success,China,2008,9
CASC,0,Success,China,2008,9
CASC,64,Success,China,2008,9
CASC,20,Success,China,2008,9
ULA,0,Success,USA,2008,7
ULA,0,Success,USA,2008,7
ULA,0,Success,USA,2008,7
ULA,0,Success,USA,2008,7
ULA,123,Success,USA,2008,7
ULA,0,Success,USA,2008,7
ULA,115,Success,USA,2008,7
ISRO,31,Success,India,2008,3
ISRO,21,Success,India,2008,3
ISRO,21,Success,India,2008,3
Northrop,40,Success,USA,2008,2
Northrop,40,Success,USA,2008,2
Kosmotras,29,Success,Russia,2008,2
Kosmotras,29,Success,Kazakhstan,2008,2
SpaceX,7,Success,USA,2008,2
SpaceX,7,Failure,USA,2008,2
Sea Launch,0,Success,Pacific Ocean,2008,5
Sea Launch,0,Success,Pacific Ocean,2008,5
Sea Launch,0,Success,Pacific Ocean,2008,5
Sea Launch,0,Success,Pacific Ocean,2008,5
Sea Launch,0,Success,Pacific Ocean,2008,5
ISA,0,Failure,Iran,2008,1
Land Launch,0,Partial Failure,Kazakhstan,2008,1
MHI,90,Success,Japan,2008,1
Arianespace,0,Success,France,2007,6
Arianespace,200,Success,France,2007,6
Arianespace,0,Success,France,2007,6
Arianespace,200,Success,France,2007,6
Arianespace,200,Success,France,2007,6
Arianespace,200,Success,France,2007,6
ULA,0,Success,USA,2007,13
ULA,109,Success,USA,2007,13
ULA,0,Success,USA,2007,13
ULA,350,Success,USA,2007,13
ULA,0,Success,USA,2007,13
ULA,123,Success,USA,2007,13
ULA,0,Success,USA,2007,13
ULA,0,Success,USA,2007,13
ULA,0,Success,USA,2007,13
ULA,109,Partial Failure,USA,2007,13
ULA,0,Success,USA,2007,13
ULA,109,Success,USA,2007,13
ULA,0,Success,USA,2007,13
CASC,64,Success,China,2007,10
CASC,0,Success,China,2007,10
CASC,64,Success,China,2007,10
CASC,0,Success,China,2007,10
CASC,69,Success,China,2007,10
CASC,29,Success,China,2007,10
CASC,29,Success,China,2007,10
CASC,69,Success,China,2007,10
CASC,30,Success,China,2007,10
CASC,69,Success,China,2007,10
VKS RF,0,Success,Russia,2007,5
VKS RF,0,Success,Russia,2007,5
VKS RF,0,Success,Russia,2007,5
VKS RF,0,Success,Russia,2007,5
VKS RF,0,Success,Kazakhstan,2007,5
NASA,450,Success,USA,2007,3
NASA,450,Success,USA,2007,3
NASA,450,Success,USA,2007,3
MHI,0,Success,Japan,2007,2
MHI,0,Success,Japan,2007,2
ISRO,47,Partial Failure,India,2007,3
ISRO,21,Success,India,2007,3
ISRO,25,Success,India,2007,3
Kosmotras,29,Success,Russia,2007,3
Kosmotras,29,Success,Kazakhstan,2007,3
Kosmotras,29,Success,Kazakhstan,2007,3
IAI,0,Success,Israel,2007,1
Northrop,40,Success,USA,2007,2
Northrop,40,Success,USA,2007,2
SpaceX,7,Failure,USA,2007,1
Sea Launch,0,Failure,Pacific Ocean,2007,1
VKS RF,0,Success,Russia,2006,3
VKS RF,0,Success,Russia,2006,3
VKS RF,0,Success,Kazakhstan,2006,3
MHI,0,Success,Japan,2006,4
MHI,90,Success,Japan,2006,4
MHI,0,Success,Japan,2006,4
MHI,0,Success,Japan,2006,4
Northrop,40,Success,USA,2006,3
Northrop,40,Success,USA,2006,3
Northrop,40,Success,USA,2006,3
ULA,0,Success,USA,2006,1
NASA,450,Success,USA,2006,3
NASA,450,Success,USA,2006,3
NASA,450,Success,USA,2006,3
Arianespace,200,Success,France,2006,5
Arianespace,200,Success,France,2006,5
Arianespace,200,Success,France,2006,5
Arianespace,200,Success,France,2006,5
Arianespace,200,Success,France,2006,5
CASC,69,Success,China,2006,6
CASC,0,Success,China,2006,6
CASC,64,Success,China,2006,6
CASC,69,Success,China,2006,6
CASC,30,Success,China,2006,6
CASC,64,Success,China,2006,6
Boeing,0,Success,USA,2006,8
Boeing,133,Success,USA,2006,8
Boeing,0,Success,USA,2006,8
Boeing,0,Success,USA,2006,8
Boeing,164,Success,USA,2006,8
Boeing,0,Success,USA,2006,8
Boeing,164,Success,USA,2006,8
Boeing,0,Success,USA,2006,8
Sea Launch,0,Success,Pacific Ocean,2006,5
Sea Launch,0,Success,Pacific Ocean,2006,5
Sea Launch,0,Success,Pacific Ocean,2006,5
Sea Launch,0,Success,Pacific Ocean,2006,5
Sea Launch,0,Success,Pacific Ocean,2006,5
ISAS,0,Success,Japan,2006,2
ISAS,0,Success,Japan,2006,2
Eurockot,41,Success,Russia,2006,1
Kosmotras,29,Failure,Kazakhstan,2006,2
Kosmotras,29,Success,Russia,2006,2
ISRO,47,Failure,India,2006,1
SRC,0,Success,Barents Sea,2006,1
MITT,0,Success,Russia,2006,1
ILS,115,Success,USA,2006,2
ILS,153,Success,USA,2006,2
SpaceX,7,Failure,USA,2006,1
Arianespace,0,Success,France,2005,5
Arianespace,200,Success,France,2005,5
Arianespace,0,Success,France,2005,5
Arianespace,0,Success,France,2005,5
Arianespace,200,Success,France,2005,5
VKS RF,0,Success,Russia,2005,5
VKS RF,0,Success,Russia,2005,5
VKS RF,41,Success,Russia,2005,5
VKS RF,0,Failure,Russia,2005,5
VKS RF,0,Success,Russia,2005,5
Sea Launch,0,Success,Pacific Ocean,2005,4
Sea Launch,0,Success,Pacific Ocean,2005,4
Sea Launch,0,Success,Pacific Ocean,2005,4
Sea Launch,0,Success,Pacific Ocean,2005,4
Lockheed,0,Success,USA,2005,3
Lockheed,0,Success,USA,2005,3
Lockheed,0,Success,USA,2005,3
CASC,0,Success,China,2005,5
CASC,29,Success,China,2005,5
CASC,30,Success,China,2005,5
CASC,29,Success,China,2005,5
CASC,0,Success,China,2005,5
Eurockot,41,Failure,Russia,2005,1
Boeing,0,Success,USA,2005,3
Boeing,0,Success,USA,2005,3
Boeing,0,Success,USA,2005,3
Northrop,40,Success,USA,2005,3
Northrop,40,Success,USA,2005,3
Northrop,40,Success,USA,2005,3
Kosmotras,29,Success,Kazakhstan,2005,1
ILS,109,Success,USA,2005,2
ILS,130,Success,USA,2005,2
NASA,450,Success,USA,2005,1
ISAS,0,Success,Japan,2005,1
SRC,0,Failure,Barents Sea,2005,1
ISRO,25,Success,India,2005,1
MHI,0,Success,Japan,2005,1
VKS RF,0,Partial Failure,Russia,2004,7
VKS RF,48,Success,Russia,2004,7
VKS RF,0,Success,Russia,2004,7
VKS RF,0,Success,Russia,2004,7
VKS RF,0,Success,Kazakhstan,2004,7
VKS RF,0,Success,Kazakhstan,2004,7
VKS RF,0,Success,Russia,2004,7
Boeing,350,Partial Failure,USA,2004,8
Boeing,0,Success,USA,2004,8
Boeing,0,Success,USA,2004,8
Boeing,0,Success,USA,2004,8
Boeing,0,Success,USA,2004,8
Boeing,0,Success,USA,2004,8
Boeing,0,Success,USA,2004,8
Boeing,0,Success,USA,2004,8
Arianespace,190,Success,France,2004,3
Arianespace,190,Success,France,2004,3
Arianespace,190,Success,France,2004,3
ILS,135,Success,USA,2004,5
ILS,0,Success,USA,2004,5
ILS,0,Success,USA,2004,5
ILS,0,Success,USA,2004,5
ILS,0,Success,USA,2004,5
CASC,30,Success,China,2004,8
CASC,64,Success,China,2004,8
CASC,69,Success,China,2004,8
CASC,29,Success,China,2004,8
CASC,64,Success,China,2004,8
CASC,30,Success,China,2004,8
CASC,30,Success,China,2004,8
CASC,30,Success,China,2004,8
ISRO,47,Success,India,2004,1
IAI,0,Failure,Israel,2004,1
Lockheed,0,Success,USA,2004,2
Lockheed,0,Success,USA,2004,2
Kosmotras,29,Success,Kazakhstan,2004,1
Sea Launch,0,Success,Pacific Ocean,2004,3
Sea Launch,0,Success,Pacific Ocean,2004,3
Sea Launch,0,Success,Pacific Ocean,2004,3
Northrop,45,Success,USA,2004,1
CASC,30,Success,China,2003,6
CASC,69,Success,China,2003,6
CASC,29,Success,China,2003,6
CASC,64,Success,China,2003,6
CASC,0,Success,China,2003,6
CASC,69,Success,China,2003,6
Boeing,0,Success,USA,2003,9
Boeing,133,Success,USA,2003,9
Boeing,0,Success,USA,2003,9
Boeing,0,Success,USA,2003,9
Boeing,0,Success,USA,2003,9
Boeing,0,Success,USA,2003,9
Boeing,133,Success,USA,2003,9
Boeing,0,Success,USA,2003,9
Boeing,0,Success,USA,2003,9
Lockheed,0,Success,USA,2003,6
Lockheed,0,Success,USA,2003,6
Lockheed,35,Success,USA,2003,6
Lockheed,0,Success,USA,2003,6
Lockheed,0,Success,USA,2003,6
Lockheed,35,Success,USA,2003,6
VKS RF,0,Success,Kazakhstan,2003,6
VKS RF,0,Success,Russia,2003,6
VKS RF,0,Success,Russia,2003,6
VKS RF,0,Success,Russia,2003,6
VKS RF,0,Success,Russia,2003,6
VKS RF,0,Success,Russia,2003,6
MHI,0,Failure,Japan,2003,2
MHI,0,Success,Japan,2003,2
Eurockot,41,Success,Russia,2003,2
Eurockot,41,Success,Russia,2003,2
ISRO,25,Success,India,2003,2
ISRO,47,Success,India,2003,2
Sea Launch,0,Success,Pacific Ocean,2003,3
Sea Launch,0,Success,Pacific Ocean,2003,3
Sea Launch,0,Success,Pacific Ocean,2003,3
Arianespace,0,Success,France,2003,4
Arianespace,0,Success,France,2003,4
Arianespace,0,Success,France,2003,4
Arianespace,0,Success,France,2003,4
CASIC,0,Failure,China,2003,1
AEB,0,Prelaunch Failure,Brazil,2003,1
Northrop,40,Success,USA,2003,4
Northrop,40,Success,USA,2003,4
Northrop,40,Success,USA,2003,4
Northrop,40,Success,USA,2003,4
ILS,135,Success,USA,2003,3
ILS,109,Success,USA,2003,3
ILS,0,Success,USA,2003,3
Starsem,0,Success,Kazakhstan,2003,1
ISAS,0,Success,Japan,2003,1
NASA,450,Failure,USA,2003,1
CASC,0,Success,China,2002,4
CASC,64,Success,China,2002,4
CASC,64,Success,China,2002,4
CASC,0,Success,China,2002,4
VKS RF,0,Success,Russia,2002,6
VKS RF,0,Success,Russia,2002,6
VKS RF,0,Success,Russia,2002,6
VKS RF,0,Success,Russia,2002,6
VKS RF,0,Success,Russia,2002,6
VKS RF,0,Success,Russia,2002,6
Kosmotras,29,Success,Kazakhstan,2002,1
Arianespace,0,Success,France,2002,12
Arianespace,200,Failure,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
Arianespace,0,Success,France,2002,12
MHI,90,Success,Japan,2002,3
MHI,0,Success,Japan,2002,3
MHI,0,Success,Japan,2002,3
Lockheed,0,Success,USA,2002,4
Lockheed,35,Success,USA,2002,4
Lockheed,0,Success,USA,2002,4
Lockheed,0,Success,USA,2002,4
NASA,450,Success,USA,2002,5
NASA,450,Success,USA,2002,5
NASA,450,Success,USA,2002,5
NASA,450,Success,USA,2002,5
NASA,450,Success,USA,2002,5
Boeing,164,Success,USA,2002,4
Boeing,0,Success,USA,2002,4
Boeing,0,Success,USA,2002,4
Boeing,0,Success,USA,2002,4
ILS,0,Success,USA,2002,3
ILS,109,Success,USA,2002,3
ILS,0,Success,USA,2002,3
CASIC,0,Failure,China,2002,1
ISRO,25,Success,India,2002,1
Eurockot,41,Success,Russia,2002,2
Eurockot,41,Success,Russia,2002,2
Sea Launch,0,Success,Pacific Ocean,2002,1
IAI,0,Success,Israel,2002,1
Northrop,40,Success,USA,2002,1
VKS RF,0,Success,Russia,2001,6
VKS RF,0,Success,Kazakhstan,2001,6
VKS RF,0,Success,Kazakhstan,2001,6
VKS RF,0,Success,Russia,2001,6
VKS RF,0,Success,Russia,2001,6
VKS RF,0,Success,Russia,2001,6
Boeing,0,Success,USA,2001,7
Boeing,0,Success,USA,2001,7
Boeing,0,Success,USA,2001,7
Boeing,0,Success,USA,2001,7
Boeing,0,Success,USA,2001,7
Boeing,0,Success,USA,2001,7
Boeing,0,Success,USA,2001,7
NASA,450,Success,USA,2001,6
NASA,450,Success,USA,2001,6
NASA,450,Success,USA,2001,6
NASA,450,Success,USA,2001,6
NASA,450,Success,USA,2001,6
NASA,450,Success,USA,2001,6
Arianespace,0,Success,France,2001,8
Arianespace,0,Success,France,2001,8
Arianespace,0,Success,France,2001,8
Arianespace,0,Partial Failure,France,2001,8
Arianespace,0,Success,France,2001,8
Arianespace,0,Success,France,2001,8
Arianespace,0,Success,France,2001,8
Arianespace,0,Success,France,2001,8
ISRO,25,Success,India,2001,2
ISRO,47,Partial Failure,India,2001,2
Lockheed,0,Success,USA,2001,7
Lockheed,0,Success,USA,2001,7
Lockheed,0,Success,USA,2001,7
Lockheed,0,Success,USA,2001,7
Lockheed,0,Success,USA,2001,7
Lockheed,0,Success,USA,2001,7
Lockheed,0,Success,USA,2001,7
Northrop,45,Failure,USA,2001,1
MHI,90,Success,Japan,2001,1
ILS,0,Success,USA,2001,1
Sea Launch,0,Success,Pacific Ocean,2001,2
Sea Launch,0,Success,Pacific Ocean,2001,2
MITT,0,Success,Russia,2001,1
CASC,0,Success,China,2001,1
VKS RF,0,Failure,Russia,2000,6
VKS RF,0,Failure,Russia,2000,6
VKS RF,0,Success,Kazakhstan,2000,6
VKS RF,0,Success,Russia,2000,6
VKS RF,0,Success,Russia,2000,6
VKS RF,0,Success,Kazakhstan,2000,6
CASC,69,Success,China,2000,4
CASC,69,Success,China,2000,4
CASC,0,Success,China,2000,4
CASC,69,Success,China,2000,4
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Arianespace,0,Success,France,2000,12
Lockheed,0,Success,USA,2000,8
Lockheed,0,Success,USA,2000,8
Lockheed,35,Success,USA,2000,8
Lockheed,0,Success,USA,2000,8
Lockheed,0,Success,USA,2000,8
Lockheed,0,Success,USA,2000,8
Lockheed,0,Success,USA,2000,8
Lockheed,0,Success,USA,2000,8
MITT,0,Success,Russia,2000,1
NASA,450,Success,USA,2000,5
NASA,450,Success,USA,2000,5
NASA,450,Success,USA,2000,5
NASA,450,Success,USA,2000,5
NASA,450,Success,USA,2000,5
Boeing,0,Success,USA,2000,7
Boeing,0,Success,USA,2000,7
Boeing,0,Success,USA,2000,7
Boeing,0,Success,USA,2000,7
Boeing,0,Success,USA,2000,7
Boeing,0,Success,USA,2000,7
Boeing,0,Success,USA,2000,7
Sea Launch,0,Success,Pacific Ocean,2000,3
Sea Launch,0,Success,Pacific Ocean,2000,3
Sea Launch,0,Failure,Pacific Ocean,2000,3
Northrop,40,Success,USA,2000,5
Northrop,40,Success,USA,2000,5
Northrop,40,Success,USA,2000,5
Northrop,45,Success,USA,2000,5
Northrop,40,Success,USA,2000,5
Kosmotras,29,Success,Kazakhstan,2000,1
ILS,0,Success,USA,2000,3
ILS,0,Success,USA,2000,3
ILS,0,Success,USA,2000,3
Eurockot,41,Success,Russia,2000,1
ISAS,0,Failure,Japan,2000,1
Northrop,45,Success,USA,1999,4
Northrop,40,Success,USA,1999,4
Northrop,40,Success,USA,1999,4
Northrop,40,Success,USA,1999,4
VKS RF,0,Success,Russia,1999,6
VKS RF,0,Success,Kazakhstan,1999,6
VKS RF,0,Success,Russia,1999,6
VKS RF,0,Success,Kazakhstan,1999,6
VKS RF,0,Success,Russia,1999,6
VKS RF,0,Success,Russia,1999,6
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
Arianespace,0,Success,France,1999,10
NASA,450,Success,USA,1999,3
NASA,450,Success,USA,1999,3
NASA,450,Success,USA,1999,3
Lockheed,0,Success,USA,1999,10
Lockheed,35,Success,USA,1999,10
Lockheed,0,Success,USA,1999,10
Lockheed,0,Success,USA,1999,10
Lockheed,35,Success,USA,1999,10
Lockheed,0,Success,USA,1999,10
Lockheed,0,Failure,USA,1999,10
Lockheed,0,Failure,USA,1999,10
Lockheed,0,Failure,USA,1999,10
Lockheed,0,Success,USA,1999,10
AEB,0,Failure,Brazil,1999,1
CASC,0,Success,China,1999,4
CASC,64,Success,China,1999,4
CASC,30,Success,China,1999,4
CASC,64,Success,China,1999,4
MHI,0,Failure,Japan,1999,1
Sea Launch,0,Success,Pacific Ocean,1999,2
Sea Launch,0,Success,Pacific Ocean,1999,2
ILS,0,Success,USA,1999,3
ILS,0,Success,USA,1999,3
ILS,0,Success,USA,1999,3
Boeing,0,Success,USA,1999,11
Boeing,0,Success,USA,1999,11
Boeing,0,Success,USA,1999,11
Boeing,0,Success,USA,1999,11
Boeing,0,Success,USA,1999,11
Boeing,0,Success,USA,1999,11
Boeing,0,Failure,USA,1999,11
Boeing,0,Success,USA,1999,11
Boeing,0,Success,USA,1999,11
Boeing,0,Success,USA,1999,11
Boeing,0,Success,USA,1999,11
ISRO,25,Success,India,1999,1
Kosmotras,29,Success,Kazakhstan,1999,1
VKS RF,0,Success,Russia,1998,9
VKS RF,0,Success,Russia,1998,9
VKS RF,0,Success,Russia,1998,9
VKS RF,0,Failure,Kazakhstan,1998,9
VKS RF,0,Success,Kazakhstan,1998,9
VKS RF,0,Success,Kazakhstan,1998,9
VKS RF,0,Success,Russia,1998,9
VKS RF,0,Partial Failure,Russia,1998,9
VKS RF,0,Success,Russia,1998,9
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
Arianespace,0,Success,France,1998,10
CASC,30,Success,China,1998,6
CASC,30,Success,China,1998,6
CASC,0,Success,China,1998,6
CASC,0,Success,China,1998,6
CASC,30,Success,China,1998,6
CASC,30,Success,China,1998,6
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Failure,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Boeing,0,Success,USA,1998,13
Northrop,40,Success,USA,1998,8
Northrop,40,Success,USA,1998,8
Northrop,45,Success,USA,1998,8
Northrop,40,Success,USA,1998,8
Northrop,40,Success,USA,1998,8
Northrop,40,Success,USA,1998,8
Northrop,40,Success,USA,1998,8
Northrop,45,Success,USA,1998,8
NASA,450,Success,USA,1998,5
NASA,450,Success,USA,1998,5
NASA,450,Success,USA,1998,5
NASA,450,Success,USA,1998,5
NASA,450,Success,USA,1998,5
ESA,0,Success,France,1998,1
Lockheed,0,Success,USA,1998,7
Lockheed,0,Failure,USA,1998,7
Lockheed,35,Success,USA,1998,7
Lockheed,0,Success,USA,1998,7
Lockheed,0,Success,USA,1998,7
Lockheed,0,Success,USA,1998,7
Lockheed,0,Success,USA,1998,7
ILS,0,Success,USA,1998,3
ILS,0,Success,USA,1998,3
ILS,0,Success,USA,1998,3
KCST,0,Failure,North Korea,1998,1
RVSN USSR,0,Success,Russia,1998,1
SRC,0,Success,Barents Sea,1998,1
ISAS,0,Success,Japan,1998,1
MHI,0,Partial Failure,Japan,1998,1
IAI,0,Failure,Israel,1998,1
ILS,0,Partial Failure,Kazakhstan,1997,7
ILS,0,Success,USA,1997,7
ILS,0,Success,USA,1997,7
ILS,0,Success,USA,1997,7
ILS,0,Success,USA,1997,7
ILS,0,Success,USA,1997,7
ILS,0,Success,USA,1997,7
MITT,0,Success,Russia,1997,2
MITT,0,Success,Russia,1997,2
Northrop,40,Success,USA,1997,5
Northrop,40,Success,USA,1997,5
Northrop,40,Success,USA,1997,5
Northrop,40,Success,Gran Canaria,1997,5
Northrop,40,Success,Gran Canaria,1997,5
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Arianespace,0,Success,France,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Success,USA,1997,11
Boeing,0,Failure,USA,1997,11
VKS RF,0,Success,Kazakhstan,1997,7
VKS RF,0,Success,Russia,1997,7
VKS RF,0,Success,Russia,1997,7
VKS RF,0,Failure,Kazakhstan,1997,7
VKS RF,0,Success,Russia,1997,7
VKS RF,0,Success,Russia,1997,7
VKS RF,0,Success,Russia,1997,7
CASC,30,Success,China,1997,6
CASC,0,Success,China,1997,6
CASC,30,Success,China,1997,6
CASC,0,Success,China,1997,6
CASC,0,Success,China,1997,6
CASC,69,Success,China,1997,6
MHI,0,Success,Japan,1997,1
NASA,450,Success,USA,1997,8
NASA,450,Success,USA,1997,8
NASA,450,Success,USA,1997,8
NASA,450,Success,USA,1997,8
NASA,450,Success,USA,1997,8
NASA,450,Success,USA,1997,8
NASA,450,Success,USA,1997,8
NASA,450,Success,USA,1997,8
Lockheed,0,Success,USA,1997,8
Lockheed,0,Success,USA,1997,8
Lockheed,0,Success,USA,1997,8
Lockheed,0,Success,USA,1997,8
Lockheed,0,Success,USA,1997,8
Lockheed,0,Success,USA,1997,8
Lockheed,35,Success,USA,1997,8
Lockheed,0,Success,USA,1997,8
AEB,0,Failure,Brazil,1997,1
ESA,0,Partial Failure,France,1997,1
ISRO,25,Partial Failure,India,1997,1
ISAS,0,Success,Japan,1997,1
Lockheed,0,Success,USA,1996,6
Lockheed,0,Success,USA,1996,6
Lockheed,0,Success,USA,1996,6
Lockheed,0,Success,USA,1996,6
Lockheed,0,Success,USA,1996,6
Lockheed,0,Success,USA,1996,6
VKS RF,0,Success,Russia,1996,9
VKS RF,0,Success,Kazakhstan,1996,9
VKS RF,0,Success,Russia,1996,9
VKS RF,0,Success,Russia,1996,9
VKS RF,0,Success,Kazakhstan,1996,9
VKS RF,0,Success,Russia,1996,9
VKS RF,0,Success,Russia,1996,9
VKS RF,0,Success,Russia,1996,9
VKS RF,0,Success,Russia,1996,9
ILS,0,Success,USA,1996,5
ILS,0,Success,USA,1996,5
ILS,0,Success,USA,1996,5
ILS,0,Success,USA,1996,5
ILS,0,Success,USA,1996,5
NASA,450,Success,USA,1996,7
NASA,450,Success,USA,1996,7
NASA,450,Success,USA,1996,7
NASA,450,Success,USA,1996,7
NASA,450,Success,USA,1996,7
NASA,450,Success,USA,1996,7
NASA,450,Success,USA,1996,7
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Boeing,0,Success,USA,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Arianespace,0,Success,France,1996,10
Northrop,40,Failure,USA,1996,5
Northrop,40,Success,USA,1996,5
Northrop,40,Success,USA,1996,5
Northrop,40,Success,USA,1996,5
Northrop,40,Success,USA,1996,5
CASC,29,Success,China,1996,4
CASC,0,Partial Failure,China,1996,4
CASC,0,Success,China,1996,4
CASC,0,Failure,China,1996,4
RVSN USSR,0,Success,Russia,1996,1
MHI,0,Success,Japan,1996,1
ESA,0,Failure,France,1996,1
ISRO,25,Success,India,1996,1
Boeing,0,Success,USA,1995,3
Boeing,0,Success,USA,1995,3
Boeing,0,Partial Failure,USA,1995,3
CASC,0,Success,China,1995,3
CASC,0,Success,China,1995,3
CASC,0,Failure,China,1995,3
VKS RF,0,Success,Kazakhstan,1995,12
VKS RF,0,Success,Kazakhstan,1995,12
VKS RF,0,Success,Kazakhstan,1995,12
VKS RF,0,Partial Failure,Russia,1995,12
VKS RF,0,Success,Russia,1995,12
VKS RF,0,Success,Russia,1995,12
VKS RF,0,Success,Russia,1995,12
VKS RF,0,Success,Kazakhstan,1995,12
VKS RF,0,Success,Russia,1995,12
VKS RF,0,Success,Russia,1995,12
VKS RF,0,Success,Russia,1995,12
VKS RF,0,Success,Russia,1995,12
Lockheed,0,Success,USA,1995,12
Lockheed,0,Success,USA,1995,12
